Verb,VerbNet Class,Semantic Domain,Situation,WN_Count,WN_Status,WN_Synset_01,WN_Gloss_01,WN_Synset_02,WN_Gloss_02,WN_Synset_03,WN_Gloss_03,WN_Synset_04,WN_Gloss_04,WN_Synset_05,WN_Gloss_05,WN_Synset_06,WN_Gloss_06,WN_Synset_07,WN_Gloss_07,WN_Synset_08,WN_Gloss_08,WN_Synset_09,WN_Gloss_09,WN_Synset_10,WN_Gloss_10
badger,bully-59.5,Affiliation,Attack,1,Match,badger.v.02,persuade through constant efforts,,,,,,,,,,,,,,,,,,
baffle,amuse-31.1,Affect,Affect,1,Match,perplex.v.01,be a mystery or bewildering to,,,,,,,,,,,,,,,,,,
bag,pocket-9.10,Incremental,Basic Incremental,1,Match,bag.v.05,put into a bag,,,,,,,,,,,,,,,,,,
bail,wipe_manner-10.4.1,Incremental,Causative Incremental,2,Match,bail.v.05,remove (water) from a vessel with a container,bail.v.04,empty (a vessel) by bailing,,,,,,,,,,,,,,,,
bait,bully-59.5,Affiliation,Attack,1,Match,bait.v.02,"lure, entice, or entrap with bait",,,,,,,,,,,,,,,,,,
bake,build-26.1,Creation,Causative Creation,1,Match,bake.v.02,prepare with dry heat in an oven,,,,,,,,,,,,,,,,,,
bake,cooking-45.3,Transformation,Causative Change of State,2,Match,bake.v.01,cook and make edible by putting in a hot oven,bake.v.02,prepare with dry heat in an oven,,,,,,,,,,,,,,,,
bake,preparing-26.3,Creation,Causative Creation,2,Match,bake.v.01,cook and make edible by putting in a hot oven,bake.v.02,prepare with dry heat in an oven,,,,,,,,,,,,,,,,
balance,other_cos-45.4,Transformation,Basic Change of State,2,Match,balance.v.01,bring into balance or equilibrium,balance.v.04,be in equilibrium,,,,,,,,,,,,,,,,
balance,put_spatial-9.2,Incremental,Basic Incremental,2,Match,balance.v.01,bring into balance or equilibrium,balance.v.04,be in equilibrium,,,,,,,,,,,,,,,,
ball,knead-26.5,Transformation,Basic Change of State,1,Match,ball.v.01,form into a ball by winding or rolling,,,,,,,,,,,,,,,,,,
balloon,vehicle-51.4.1,Motion,Vehicular Motion,1,Match,balloon.v.01,ride in a hot-air balloon,,,,,,,,,,,,,,,,,,
bamboozle,trick-59.2,Affiliation,Inducive,1,Match,bamboozle.v.01,conceal one's true motives from especially by elaborately feigning good intentions so as to gain an end,,,,,,,,,,,,,,,,,,
band,tape-22.4,Incremental,Basic Incremental,1,Match,band.v.01,"bind or tie together, as with a band",,,,,,,,,,,,,,,,,,
bang,bump-18.4,Force,Basic Force,1,Match,slam.v.02,strike violently,,,,,,,,,,,,,,,,,,
bang,funnel-9.3,Incremental,Basic Incremental,1,Match,spang.v.01,"leap, jerk, bang",,,,,,,,,,,,,,,,,,
bang,hit-18.1,Force,Basic Force,2,Match,slam.v.02,strike violently,slam.v.01,close violently,,,,,,,,,,,,,,,,
bang,sound_emission-43.2,Creation,Emission,2,Match,bang.v.02,to produce a sharp often metallic explosive or percussive sound,bang.v.04,move noisily,,,,,,,,,,,,,,,,
banish,banish-10.2,Affiliation,Cause Membership,4,Match,banish.v.04,drive away,banish.v.02,"ban from a place of residence, as for punishment",banish.v.01,expel from a community or group,banish.v.03,"expel, as if by official decree",,,,,,,,,,,,
bank,pocket-9.10,Incremental,Basic Incremental,1,Match,deposit.v.02,put into a bank account,,,,,,,,,,,,,,,,,,
banquet,dine-39.5,Transformation,Ingestion,1,Match,feast.v.01,partake in a feast or banquet,,,,,,,,,,,,,,,,,,
banter,correspond-36.1,Communication,Joint Statement,1,Match,kid.v.02,be silly or tease one another,,,,,,,,,,,,,,,,,,
baptize,dub-29.3.2,Communication,Statement,1,Match,baptize.v.01,administer baptism to,,,,,,,,,,,,,,,,,,
barbecue,cooking-45.3,Transformation,Causative Change of State,1,Match,barbeque.v.01,cook outdoors on a barbecue grill,,,,,,,,,,,,,,,,,,
barbecue,preparing-26.3,Creation,Causative Creation,1,Match,barbeque.v.01,cook outdoors on a barbecue grill,,,,,,,,,,,,,,,,,,
barbeque,cooking-45.3,Transformation,Causative Change of State,1,Match,barbeque.v.01,cook outdoors on a barbecue grill,,,,,,,,,,,,,,,,,,
barbeque,preparing-26.3,Creation,Causative Creation,1,Match,barbeque.v.01,cook outdoors on a barbecue grill,,,,,,,,,,,,,,,,,,
bare,crane-40.3.2,Existence,Existence,1,Match,bare.v.01,lay bare,,,,,,,,,,,,,,,,,,
bargain,battle-36.4,Affiliation,Reciprocal,1,Match,bargain.v.02,come to terms; arrive at an agreement,,,,,,,,,,,,,,,,,,
bargain,correspond-36.1,Communication,Joint Statement,1,Match,bargain.v.02,come to terms; arrive at an agreement,,,,,,,,,,,,,,,,,,
barge,drive-11.5,Motion,Vehicular Motion,1,Match,barge.v.02,transport by barge on a body of water,,,,,,,,,,,,,,,,,,
bark,animal_sounds-38,Creation,Emission,1,Match,bark.v.04,make barking sounds,,,,,,,,,,,,,,,,,,
bark,manner_speaking-37.3,Communication,Statement,1,Match,bark.v.01,speak in an unfriendly tone,,,,,,,,,,,,,,,,,,
bark,pit-10.7,Incremental,Causative Incremental,1,Match,bark.v.03,remove the bark of a tree,,,,,,,,,,,,,,,,,,
barrack,pocket-9.10,Incremental,Basic Incremental,1,Match,barrack.v.01,lodge in barracks,,,,,,,,,,,,,,,,,,
base,base-97.1,Association,Base and Deduce,1,Match,establish.v.08,use as a basis for; found on,,,,,,,,,,,,,,,,,,
bash,bump-18.4,Force,Basic Force,1,Match,sock.v.01,hit hard,,,,,,,,,,,,,,,,,,
bash,hit-18.1,Force,Basic Force,1,Match,sock.v.01,hit hard,,,,,,,,,,,,,,,,,,
bash,throw-17.1,Motion,Throw,1,Match,sock.v.01,hit hard,,,,,,,,,,,,,,,,,,
bask,marvel-31.3,Affect,Affect,1,Match,enjoy.v.01,derive or receive pleasure from; get enjoyment from; take pleasure in,,,,,,,,,,,,,,,,,,
baste,spray-9.7,Incremental,Basic Incremental,1,Match,baste.v.01,cover with liquid before cooking,,,,,,,,,,,,,,,,,,
bat,crane-40.3.2,Existence,Existence,1,Match,bat.v.02,wink briefly,,,,,,,,,,,,,,,,,,
bat,throw-17.1,Motion,Throw,1,Match,bat.v.01,"strike with, or as if with a baseball bat",,,,,,,,,,,,,,,,,,
bathe,dress-41.1.1,Incremental,Basic Incremental,2,Match,bathe.v.01,cleanse the entire body,bathe.v.03,clean one's body by immersion into water,,,,,,,,,,,,,,,,
batter,hit-18.1,Force,Basic Force,3,Match,buffet.v.01,strike against forcefully,dinge.v.01,make a dent or impression in,clobber.v.01,strike violently and repeatedly,,,,,,,,,,,,,,
battle,battle-36.4,Affiliation,Reciprocal,1,Match,battle.v.01,battle or contend against in or as if in a battle,,,,,,,,,,,,,,,,,,
battle,meet-36.3,Affiliation,Reciprocal,1,Match,battle.v.01,battle or contend against in or as if in a battle,,,,,,,,,,,,,,,,,,
bawl,manner_speaking-37.3,Communication,Statement,1,Match,bawl.v.01,shout loudly and without restraint,,,,,,,,,,,,,,,,,,
bay,animal_sounds-38,Creation,Emission,1,Match,bay.v.01,utter in deep prolonged tones,,,,,,,,,,,,,,,,,,
be,exist-47.1,Existence,Existence,2,Match,be.v.03,occupy a certain position or area; be somewhere,exist.v.01,"have an existence, be extant",,,,,,,,,,,,,,,,
be,representation-110.1,Association,Require and Satisfy,2,Match,be.v.02,be identical to; be someone or something,embody.v.02,"represent, as of a character on stage",,,,,,,,,,,,,,,,
beach,pocket-9.10,Incremental,Basic Incremental,1,Match,beach.v.01,land on a beach,,,,,,,,,,,,,,,,,,
bead,build-26.1,Creation,Causative Creation,2,Match,bead.v.02,decorate by sewing beads onto,bead.v.03,string together like beads,,,,,,,,,,,,,,,,
bead,illustrate-25.3,Incremental,Basic Incremental,2,Match,bead.v.02,decorate by sewing beads onto,bead.v.03,string together like beads,,,,,,,,,,,,,,,,
bead,substance_emission-43.4,Creation,Emission,1,Match,bead.v.01,"form into beads, as of water or sweat, for example",,,,,,,,,,,,,,,,,,
beam,light_emission-43.1,Creation,Emission,1,Match,shine.v.02,"emit light; be bright, as of the sun or a light",,,,,,,,,,,,,,,,,,
beam,nonverbal_expression-40.2,Existence,Existence,2,Match,beam.v.01,smile radiantly; express joy through one's facial expression,beam.v.03,express with a beaming face or smile,,,,,,,,,,,,,,,,
bear,birth-28.2,Creation,Causative Creation,2,Match,give_birth.v.01,cause to be born,hold.v.11,contain or hold; have within,,,,,,,,,,,,,,,,
bear_on,relate-86.2,Association,Require and Satisfy,1,Match,refer.v.02,be relevant to,,,,,,,,,,,,,,,,,,
beat,crane-40.3.2,Existence,Existence,1,Match,beat.v.11,"strike (a part of one's own body) repeatedly, as in great emotion or in accompaniment to music",,,,,,,,,,,,,,,,,,
beat,hit-18.1,Force,Basic Force,5,Match,beat.v.11,"strike (a part of one's own body) repeatedly, as in great emotion or in accompaniment to music",beat.v.02,"give a beating to; subject to a beating, either as a punishment or as an act of aggression",beat.v.20,strike (water or bushes) repeatedly to rouse animals for hunting,beat.v.10,stir vigorously,beat.v.05,shape by beating,,,,,,,,,,
beat,knead-26.5,Transformation,Basic Change of State,1,Match,beat.v.05,shape by beating,,,,,,,,,,,,,,,,,,
beat,sound_emission-43.2,Creation,Emission,2,Match,drum.v.01,make a rhythmic sound,tick.v.02,make a sound like a clock or a timer,,,,,,,,,,,,,,,,
bed,pocket-9.10,Incremental,Basic Incremental,1,Match,bed.v.03,put to bed,,,,,,,,,,,,,,,,,,
beep,sound_emission-43.2,Creation,Emission,1,Match,honk.v.01,make a loud noise,,,,,,,,,,,,,,,,,,
beg,beg-58.2,Communication,Request,2,Match,solicit.v.01,make a solicitation or entreaty for something; request urgently or persistently,beg.v.01,call upon in supplication; entreat,,,,,,,,,,,,,,,,
beget,birth-28.2,Creation,Causative Creation,1,Match,beget.v.01,make children,,,,,,,,,,,,,,,,,,
beggar,orphan-29.7,Affiliation,Cause Role,1,Match,beggar.v.02,reduce to beggary,,,,,,,,,,,,,,,,,,
beguile,amuse-31.1,Affect,Affect,2,Match,juggle.v.01,influence by slyness,capture.v.02,attract; cause to be enamored,,,,,,,,,,,,,,,,
behave,masquerade-29.6,Affiliation,Role,1,Match,act.v.02,behave in a certain manner; show a certain behavior; conduct or comport oneself,,,,,,,,,,,,,,,,,,
behold,sight-30.2,Perception,Sense,1,Match,behold.v.01,see with attention,,,,,,,,,,,,,,,,,,
belch,hiccup-40.1.1,Existence,Existence,1,Match,burp.v.01,expel gas from the stomach,,,,,,,,,,,,,,,,,,
belch,substance_emission-43.4,Creation,Emission,2,Match,burp.v.01,expel gas from the stomach,erupt.v.05,become active and spew forth lava and rocks,,,,,,,,,,,,,,,,
believe,admire-31.2,Attend,Attend,1,Match,think.v.01,judge or regard; look upon; judge,,,,,,,,,,,,,,,,,,
believe,conjecture-29.5,Cognition,Judge,2,Match,believe.v.03,be confident about something,think.v.01,judge or regard; look upon; judge,,,,,,,,,,,,,,,,
bellow,animal_sounds-38,Creation,Emission,1,Match,bellow.v.02,"make a loud noise, as of animal",,,,,,,,,,,,,,,,,,
bellow,manner_speaking-37.3,Communication,Statement,1,Match,bawl.v.01,shout loudly and without restraint,,,,,,,,,,,,,,,,,,
bellow,sound_emission-43.2,Creation,Emission,2,Match,bellow.v.02,"make a loud noise, as of animal",bawl.v.01,shout loudly and without restraint,,,,,,,,,,,,,,,,
bellyache,complain-37.8,Communication,Statement,1,Match,gripe.v.01,complain,,,,,,,,,,,,,,,,,,
belong,attend-107.4,Affiliation,Membership,5,Match,belong.v.05,"be a member, adherent, inhabitant, etc. (of a group, organization, or place)",belong_to.v.01,be a part or adjunct,belong.v.03,be in the right place or situation,belong.v.02,be suitable or acceptable,belong.v.04,be rightly classified in a class or category,,,,,,,,,,
belt,performance-26.7,Creation,Causative Creation,1,Match,belt_out.v.01,sing loudly and forcefully,,,,,,,,,,,,,,,,,,
belt,spank-18.3,Force,Basic Force,1,Match,belt.v.02,deliver a blow to,,,,,,,,,,,,,,,,,,
belt,tape-22.4,Incremental,Basic Incremental,1,Match,belt.v.03,fasten with a belt,,,,,,,,,,,,,,,,,,
bench,pocket-9.10,Incremental,Basic Incremental,1,Match,bench.v.01,take out of a game; of players,,,,,,,,,,,,,,,,,,
bend,assuming_position-50,Existence,Existence,1,Match,crouch.v.01,bend one's back forward from the waist on down,,,,,,,,,,,,,,,,,,
bend,bend-45.2,Transformation,Basic Change of State,2,Match,flex.v.05,cause (a plastic object) to assume a crooked or angular form,,,,,,,,,,,,,,,,,,
bend,knead-26.5,Transformation,Basic Change of State,1,Match,flex.v.05,cause (a plastic object) to assume a crooked or angular form,,,,,,,,,,,,,,,,,,
bend,put_spatial-9.2,Incremental,Basic Incremental,2,Match,bend.v.01,form a curve,flex.v.05,cause (a plastic object) to assume a crooked or angular form,,,,,,,,,,,,,,,,
bequeath,future_having-13.3,Possession,Future Having,1,Match,bequeath.v.01,leave or give by will after one's death,,,,,,,,,,,,,,,,,,
berate,judgment-33.1,Affiliation,Attack,1,Match,call_on_the_carpet.v.01,censure severely or angrily,,,,,,,,,,,,,,,,,,
berate,judgment-33.1,Cognition,Judge,1,Match,call_on_the_carpet.v.01,censure severely or angrily,,,,,,,,,,,,,,,,,,
bereave,deprive-10.6.2,Possession,Transfer of Possession,1,Match,bereave.v.01,deprive through death,,,,,,,,,,,,,,,,,,
berth,pocket-9.10,Incremental,Basic Incremental,1,Match,moor.v.01,secure in or as if in a berth or dock,,,,,,,,,,,,,,,,,,
bet,bill-54.5,Possession,Transfer of Possession,1,Match,bet.v.02,stake on the outcome of an issue,,,,,,,,,,,,,,,,,,
bet,bill-54.5,Possession,Pay and Charge,1,Match,bet.v.02,stake on the outcome of an issue,,,,,,,,,,,,,,,,,,
betroth,contribute-13.2,Possession,Dynamic Possession,1,Match,betroth.v.01,give to in marriage,,,,,,,,,,,,,,,,,,
better,exceed-90,Association,Require and Satisfy,1,Match,better.v.01,surpass in excellence,,,,,,,,,,,,,,,,,,
beware,marvel-31.3,Affect,Affect,1,Match,beware.v.01,be on one's guard; be cautious or wary about; be alert to,,,,,,,,,,,,,,,,,,
bewilder,amuse-31.1,Affect,Affect,2,Match,perplex.v.01,be a mystery or bewildering to,bewilder.v.02,cause to be confused emotionally,,,,,,,,,,,,,,,,
bewitch,amuse-31.1,Affect,Affect,2,Match,magnetize.v.02,"attract strongly, as if with a magnet",capture.v.02,attract; cause to be enamored,,,,,,,,,,,,,,,,
bicker,battle-36.4,Affiliation,Reciprocal,1,Match,quibble.v.02,argue over petty things,,,,,,,,,,,,,,,,,,
bicycle,vehicle-51.4.1,Motion,Vehicular Motion,1,Match,bicycle.v.01,ride a bicycle,,,,,,,,,,,,,,,,,,
biff,spank-18.3,Force,Basic Force,1,Match,pummel.v.01,"strike, usually with the fist",,,,,,,,,,,,,,,,,,
bike,drive-11.5,Motion,Vehicular Motion,1,Match,bicycle.v.01,ride a bicycle,,,,,,,,,,,,,,,,,,
bike,vehicle-51.4.1,Motion,Vehicular Motion,1,Match,bicycle.v.01,ride a bicycle,,,,,,,,,,,,,,,,,,
bill,bill-54.5,Possession,Transfer of Possession,1,Match,charge.v.03,demand payment,,,,,,,,,,,,,,,,,,
bill,bill-54.5,Possession,Pay and Charge,1,Match,charge.v.03,demand payment,,,,,,,,,,,,,,,,,,
bill,characterize-29.2,Communication,Statement,2,Match,bill.v.02,advertise especially by posters or placards,placard.v.02,publicize or announce by placards,,,,,,,,,,,,,,,,
billet,pocket-9.10,Incremental,Basic Incremental,1,Match,quarter.v.01,provide housing for (military personnel),,,,,,,,,,,,,,,,,,
bin,pocket-9.10,Incremental,Basic Incremental,1,Match,bin.v.01,store in bins,,,,,,,,,,,,,,,,,,
birch,spank-18.3,Force,Basic Force,1,Match,birch.v.01,whip with a birch twig,,,,,,,,,,,,,,,,,,
birth,birth-28.2,Creation,Causative Creation,1,Match,give_birth.v.01,cause to be born,,,,,,,,,,,,,,,,,,
bitch,complain-37.8,Communication,Statement,1,Match,gripe.v.01,complain,,,,,,,,,,,,,,,,,,
bite,hurt-40.8.3,Transformation,Hurt,1,Match,bite.v.01,"to grip, cut off, or tear with or as if with the teeth or jaws",,,,,,,,,,,,,,,,,,
blab,say-37.7,Communication,Statement,1,Match,spill_the_beans.v.01,divulge confidential information or secrets,,,,,,,,,,,,,,,,,,
blabber,say-37.7,Communication,Statement,1,Match,chatter.v.04,speak (about unimportant matters) rapidly and incessantly,,,,,,,,,,,,,,,,,,
black,butter-9.9,Incremental,Causative Incremental,1,Match,blacken.v.01,make or become black,,,,,,,,,,,,,,,,,,
black_out,change_bodily_state-40.8.4,Transformation,Basic Change of State,1,Match,zonk_out.v.01,"lose consciousness due to a sudden trauma, for example",,,,,,,,,,,,,,,,,,
blacken,other_cos-45.4,Transformation,Basic Change of State,2,Match,char.v.02,burn slightly and superficially so as to affect color,blacken.v.01,make or become black,,,,,,,,,,,,,,,,
blackmail,trick-59.2,Affiliation,Inducive,2,Match,blackmail.v.02,obtain through threats,blackmail.v.01,exert pressure on someone through threats,,,,,,,,,,,,,,,,
blanch,change_bodily_state-40.8.4,Transformation,Basic Change of State,1,Match,pale.v.01,"turn pale, as if in fear",,,,,,,,,,,,,,,,,,
blanch,cooking-45.3,Transformation,Causative Change of State,1,Match,blanch.v.02,cook (vegetables) briefly,,,,,,,,,,,,,,,,,,
blanket,butter-9.9,Incremental,Causative Incremental,2,Match,blanket.v.01,cover as if with a blanket,blanket.v.02,form a blanket-like cover (over),,,,,,,,,,,,,,,,
blanket,contiguous_location-47.8,Location,Location,2,Match,blanket.v.01,cover as if with a blanket,blanket.v.02,form a blanket-like cover (over),,,,,,,,,,,,,,,,
blare,sound_emission-43.2,Creation,Emission,2,Match,honk.v.01,make a loud noise,blast.v.01,make a strident sound,,,,,,,,,,,,,,,,
blast,remedy-45.7,Transformation,Causative Change of State,1,Match,blast.v.01,make a strident sound,,,,,,,,,,,,,,,,,,
blast,sound_emission-43.2,Creation,Emission,1,Match,blast.v.01,make a strident sound,,,,,,,,,,,,,,,,,,
blat,animal_sounds-38,Creation,Emission,1,Match,bleat.v.02,cry plaintively,,,,,,,,,,,,,,,,,,
blat,sound_emission-43.2,Creation,Emission,1,Match,bleat.v.02,cry plaintively,,,,,,,,,,,,,,,,,,
bleat,animal_sounds-38,Creation,Emission,1,Match,bleat.v.02,cry plaintively,,,,,,,,,,,,,,,,,,
bleat,manner_speaking-37.3,Communication,Statement,1,Match,bleat.v.01,talk whiningly,,,,,,,,,,,,,,,,,,
bleed,breathe-40.1.2,Creation,Emission,1,Match,shed_blood.v.02,lose blood from one's body,,,,,,,,,,,,,,,,,,
bleed,cheat-10.6.1,Possession,Transfer of Possession,2,Match,bleed.v.03,get or extort (money or other possessions) from someone,bleed.v.05,drain of liquid or steam,,,,,,,,,,,,,,,,
bleed,rob-10.6.4,Possession,Transfer of Possession,2,Match,bleed.v.03,get or extort (money or other possessions) from someone,bleed.v.05,drain of liquid or steam,,,,,,,,,,,,,,,,
bleed,steal-10.5,Possession,Transfer of Possession,2,Match,bleed.v.03,get or extort (money or other possessions) from someone,bleed.v.05,drain of liquid or steam,,,,,,,,,,,,,,,,
bleed,substance_emission-43.4,Creation,Emission,4,Match,bleed.v.02,draw blood,bleed.v.05,drain of liquid or steam,run.v.27,be diffused,shed_blood.v.02,lose blood from one's body,,,,,,,,,,,,
